# Candidate website pool -- from data/Local Internet Efficiency.pdf + all Tranco .pk sites.
# Columns: website,hosting,isp_cdn,tranco_rank   (hosting = Pakistani|Abroad|CDN)
# '#' lines are category headers/comments. Pick a subset into targets.csv for measurement.
website,hosting,isp_cdn,tranco_rank
littleplanet.pk,CDN,Cloudflare,800299
littlezclub.pk,CDN,Cloudflare,800305
loyi.pk,CDN,Cloudflare,801292
luxoraa.pk,CDN,Cloudflare,801725
mahnur.pk,CDN,Cloudflare,802439
majesticchef.pk,CDN,Cloudflare,802545
masti4u.pk,Abroad,,803418
medlifehealthcares.pk,Abroad,HOSTINGER SG (SG),804248
mehakposh.pk,CDN,Cloudflare,804443
mentr.pk,CDN,Cloudflare,804629
mepcobillcheck.pk,CDN,Cloudflare,804659
metallicshome.pk,CDN,Cloudflare,804821
movies123.pk,Abroad,SIA VEESP (LV),807035
mpcl.pk,Abroad,Hostinger International Limited (LT),807135
mtpi.pk,CDN,Cloudflare,807465
myhcm.pk,Abroad,Limestone Networks (US),808284
myhomestyle.pk,CDN,Cloudflare,808305
naqoosh.pk,CDN,Cloudflare,809174
netgate.pk,CDN,Cloudflare,809760
nextbroadband.pk,Abroad,20i Limited (US),810057
novelistan.pk,Abroad,Hostinger International Limited (LT),810991
ocio.pk,CDN,Cloudflare,811662
olim.pk,CDN,Cloudflare,812222
onlinesalestore.pk,unresolved,,812663
optp.pk,Abroad,Oracle Corporation (US),812985
oralmax.pk,CDN,Cloudflare,813019
organicpicks.pk,CDN,Cloudflare,813118
pakmobizone.pk,Abroad,20i Limited (GB),814081
paksupergame.pk,CDN,Cloudflare,814095
pakwingames.pk,CDN,Cloudflare,814102
parishay.pk,CDN,Cloudflare,814510
peachrepublic.pk,CDN,Cloudflare,815103
pescobillonline.pk,Abroad,Hostinger International Limited (IN),815490
pesconlinebill.pk,CDN,Cloudflare,815491
pessi.gop.pk,Abroad,OVH SAS (GB),815504
petspark.pk,CDN,Cloudflare,815589
pfa.gop.pk,CDN,Cloudflare,815614
phf.gop.pk,Pakistani,Punjab Information Technology Board,815868
physioshop.pk,CDN,Google,816032
pinkpetals.pk,CDN,Cloudflare,816265
pinpack.pk,CDN,Cloudflare,816275
pk1947.pk,Abroad,Namecheap (US),816449
pk365game.pk,CDN,Cloudflare,816453
plussize.pk,CDN,Cloudflare,817006
priceit.pk,CDN,Cloudflare,818201
protees.pk,CDN,Cloudflare,818705
pyariwalls.pk,CDN,Cloudflare,819281
qadrigadgets.pk,CDN,Cloudflare,819393
radstore.pk,CDN,Cloudflare,820192
redragonzone.pk,CDN,Cloudflare,821136
remington.pk,CDN,Cloudflare,821356
rewarisweetmart.pk,CDN,Cloudflare,821699
rilancio.pk,CDN,Cloudflare,821927
rocketcourier.pk,Abroad,Hetzner Online GmbH (FI),822258
royalxcasinoapk5.pk,Abroad,SpectraIP B.V. (NL),822657
safina.pk,CDN,Cloudflare,823501
sanitary.pk,Abroad,GoDaddy.com  LLC (SG),824000
sapphirecreative.pk,CDN,Cloudflare,824148
sarazcollection.pk,CDN,Cloudflare,824191
scarfsnscarf.pk,CDN,Cloudflare,824593
sesky.pk,Abroad,5G NETWORK OPERATIONS PTY LTD (AU),825569
shemale.pk,CDN,Cloudflare,826062
shopsabroso.pk,CDN,Cloudflare,826403
simsim.pk,Pakistani,Multinet 125-88/24,826952
sindhjobs.pk,Abroad,Hostinger International Limited (LT),826988
sitarastudio.pk,CDN,Cloudflare,827255
skillsider.pk,Abroad,Hostinger International Limited (SG),827433
skinkit.pk,CDN,Cloudflare,827449
skywaysonline.pk,Abroad,A2 Hosting  Inc. (US),827615
smartcargo-apx.pk,Abroad,Hetzner Online GmbH (FI),827861
smartcargo-vtr.pk,Abroad,Hetzner Online GmbH (FI),827862
smarteshop.pk,CDN,Cloudflare,827892
smta.gos.pk,Abroad,Hetzner Online GmbH (FI),828120
sngplbil.pk,CDN,Cloudflare,828199
sogohomestore.pk,CDN,Cloudflare,828397
solarpanelprices.pk,CDN,Cloudflare,828464
solhut.pk,CDN,AWS,828484
sphf.gos.pk,Abroad,Internap Holding LLC (US),829047
splashberry.pk,CDN,Cloudflare,829158
sprinkles.pk,CDN,Cloudflare,829352
stationers.pk,CDN,Cloudflare,829815
sunsolar.pk,Abroad,HOSTINGER-SG (SG),830605
swissmiss.pk,CDN,Cloudflare,831238
taanabaana.pk,CDN,Cloudflare,831601
tarteeb.pk,CDN,Cloudflare,832141
teleanswertoday.pk,CDN,AWS,832650
testmaker.pk,Abroad,Hetzner Online GmbH (FI),832993
tevta.gop.pk,Pakistani,ITI Karachi Multinet,833024
textilehouse.pk,CDN,Cloudflare,833052
tftheft.pk,Pakistani,PITC,833079
tgmstore.pk,CDN,Cloudflare,833122
thefabricstore.pk,CDN,Cloudflare,833345
theproteinfactory.pk,CDN,Cloudflare,833572
ticketwala.pk,CDN,Cloudflare,833861
tifl.pk,CDN,Cloudflare,833972
tomiwatches.pk,CDN,Cloudflare,834682
toysinpakistan.pk,Abroad,Hostinger US (US),835220
tplpower.pk,Pakistani,Pakistan Telecommuication company limited,835249
traintracking.pk,CDN,Cloudflare,835399
trax.pk,Pakistani,Mobilink GSM,835562
trego.pk,CDN,Cloudflare,835602
trueclean.pk,CDN,Cloudflare,835885
turbolight.pk,CDN,Cloudflare,836353
tutoria.pk,Abroad,DigitalOcean  LLC (US),836439
tyrepoint.pk,CDN,Cloudflare,836650
udhaar.pk,CDN,AWS,836919
ukfashions.pk,CDN,Cloudflare,837196
urbanseller.pk,CDN,Cloudflare,838046
vapemall.pk,CDN,Cloudflare,838720
wasalhr.pk,Pakistani,NEXLINX,841043
westpoint.pk,CDN,Cloudflare,841584
winrupeesapp.pk,CDN,Cloudflare,842021
winstore.pk,unresolved,,842037
worldlinkisp.pk,Pakistani,Wateen Telecom Limited,842392
wowbags.pk,CDN,Cloudflare,842437
x111gameapp.pk,Abroad,Namecheap  Inc. (US),842713
xmed.pk,Abroad,OVH SAS (CA),843121
xoxostore.pk,CDN,Cloudflare,843493
y888games.pk,Abroad,OVH SAS (DE),843878
y999.pk,Abroad,Namecheap  Inc. (US),843886
y999gameapp.pk,Abroad,Namecheap  Inc. (US),843887
yards.pk,CDN,Cloudflare,844040
yourmart.pk,Abroad,WHG Hosting Services Ltd (SG),844494
yumi.pk,CDN,Cloudflare,844678
yumtreats.pk,CDN,Cloudflare,844684
zaha.pk,CDN,Cloudflare,844923
zahrastores.pk,CDN,Cloudflare,844938
zamaschool.pk,CDN,AWS,844980
zing.pk,CDN,Cloudflare,845380
zubi.pk,CDN,Cloudflare,845694
toystorepakistan.pk,CDN,Cloudflare,847263
suchtv.pk,CDN,Cloudflare,848590
dotz.pk,Abroad,OVH SAS (CA),851558
digikhata.pk,CDN,Cloudflare,853045
curl.pk,CDN,Cloudflare,854742
testinstruments.pk,CDN,Cloudflare,860775
shopids.pk,CDN,Cloudflare,863254
shadiyana.pk,CDN,Cloudflare,866780
lahorebooks.pk,Abroad,Oracle Corporation (US),867394
2sstore.pk,CDN,Cloudflare,868762
98-pkr.pk,Abroad,Namecheap  Inc. (US),869068
arfragrances.pk,CDN,Cloudflare,869789
babybazar.pk,CDN,Cloudflare,870106
bloon.pk,CDN,Cloudflare,870622
chte.gob.pk,Abroad,Namecheap  Inc. (US),871316
chunkncheese.pk,CDN,Cloudflare,871319
dermacospakistan.pk,Abroad,Hostinger International Limited (LT),872022
haseenlibas.pk,CDN,Cloudflare,874092
histreet.pk,CDN,Cloudflare,874253
homeindoor.pk,CDN,Cloudflare,874318
iqorganicsolution.pk,CDN,Cloudflare,874820
leshop.pk,CDN,Cloudflare,875989
lucky-pkr.pk,CDN,Cloudflare,876275
mepcowapdabills.pk,Abroad,Hostinger International Limited (LT),876793
neonsquare.pk,CDN,Cloudflare,877612
ordinarypakistan.pk,Abroad,Telepoint (BG),878159
p999.pk,CDN,Cloudflare,878269
pashafabrics.pk,CDN,Cloudflare,878413
petxpress.pk,Abroad,WHG Hosting Services Ltd (GB),878569
pumpitup.pk,CDN,Cloudflare,879112
scentyou.pk,CDN,Cloudflare,879992
soshades.pk,CDN,Cloudflare,880681
steamshop.pk,CDN,Cloudflare,880848
tamaam.pk,Abroad,Hostinger International Limited (LT),881180
tiraz.pk,CDN,Cloudflare,881619
wehome.pk,CDN,Cloudflare,882753
youthacademy.pk,CDN,Cloudflare,883211
zaviyaa.pk,CDN,Cloudflare,883296
zc777-game.pk,Abroad,Namecheap (US),883303
darazmart.pk,CDN,Cloudflare,894666
homeshopping.pk,CDN,Cloudflare,897336
hostinger.pk,CDN,Cloudflare,897791
288win.pk,Abroad,Namecheap  Inc. (US),900341
388winapp.pk,Abroad,Namecheap  Inc. (US),900519
588wingames.pk,Abroad,Namecheap  Inc. (US),900729
alphax.pk,CDN,Cloudflare,901823
asanquran.pk,CDN,Cloudflare,902282
barkatx.pk,CDN,Cloudflare,902835
bcgm.pk,CDN,Cloudflare,902960
checksimownerdetails.pk,Abroad,Hostinger International Limited (LT),904628
clubpkgame.pk,CDN,Cloudflare,904874
eurobit.pk,Abroad,Hostinger International Limited (LT),906756
glossifix.pk,CDN,Cloudflare,908091
gmlaw.pk,Abroad,Hostinger International Limited (LT),908109
gulnaar.pk,CDN,Cloudflare,908399
jobify.pk,CDN,Cloudflare,910248
khizaan.pk,CDN,Cloudflare,910904
malbusaat.pk,CDN,Cloudflare,912627
meclaytrading.pk,unresolved,,913017
npftasjobs.pk,Abroad,Hostinger International Limited (LT),914587
onlinebillchecker.pk,Abroad,Hostinger International Limited (US),914959
onlinebills.pk,CDN,Cloudflare,914960
pakistanschemes.pk,Abroad,Hostinger International Limited (LT),915452
ptclab.pk,Abroad,Contabo GmbH (FR),916706
rajabbutt.pk,CDN,Cloudflare,917086
rarestore.pk,CDN,Cloudflare,917254
redstars.pk,unresolved,,917384
secureteen.pk,CDN,AWS,918429
sngplbillcheck.pk,Abroad,Namecheap  Inc. (US),919241
we999app.pk,Abroad,Namecheap  Inc. (US),922459
zarajahan.pk,CDN,Cloudflare,923506
royalelectric.pk,Abroad,Limestone Networks (US),929808
pakbyte.pk,CDN,Cloudflare,945395
cheaphosting.pk,Abroad,Hetzner Online GmbH (DE),946307
cmpunjabrashancard.pk,CDN,Cloudflare,948792
reading.pk,CDN,Cloudflare,950343
allrugo.pk,CDN,Cloudflare,954987
darlink.pk,Abroad,HOSTINGER-SG (SG),956009
city21.pk,Abroad,Hewlett Packard Enterprise Company (US),956201
mhsourcing.pk,Abroad,Hostinger International Limited (LT),959124
bookshub.pk,CDN,Cloudflare,960471
wenews.pk,CDN,Cloudflare,962152
gutx.pk,Abroad,Web Werks India Pvt. Ltd. (IN),964207
emaila.pk,Abroad,Contabo GmbH (FR),965389
leyjao.pk,Abroad,HOSTINGER IN (IN),967274
khanaan.pk,CDN,Cloudflare,968354
hotelmetropolemurree.pk,CDN,Cloudflare,968857
carbuddy.pk,Abroad,Enix Ltd (GB),969272
kafka.pk,CDN,Cloudflare,970490
tjmart.pk,Abroad,Hostinger International Limited (SG),976660
accsys.pk,Abroad,20i Limited (GB),985577
buysolar.pk,Abroad,Oracle Corporation (US),985666
abdulwaheed.pk,Abroad,Interserver  Inc (US),986635
homify.pk,CDN,AWS,991585
awamiawaz.pk,Abroad,Hetzner Online GmbH (FI),994011
sacollection.pk,Abroad,Hetzner Online GmbH (DE),994889
caseon.pk,CDN,Cloudflare,998706
#

# ===== Hosts (ISP / CDN) by number of sites  [177 unique hosts, 1781 sites] =====
# Cloudflare: 927
# Hetzner Online GmbH: 72
# Hostinger International Limited: 68
# Namecheap  Inc.: 45
# AWS: 45
# National Telecommunication Corporation: 35
# OVH SAS: 28
# HEC: 21
# Pakistan Telecommuication company limited: 20
# WHG Hosting Services Ltd: 20
# Cyber Internet Services (Private) Limited: 18
# Contabo GmbH: 18
# Google: 16
# Microsoft/Azure: 14
# Punjab Information Technology Board: 12
# DigitalOcean  LLC: 12
# COMSATS: 12
# PITC: 11
# Oracle Corporation: 11
# Nayatel (Pvt) Ltd: 10
# GoDaddy.com  LLC: 10
# Akamai: 8
# Sucuri: 8
# HOSTINGER IN: 7
# 20i Limited: 7
# HOSTINGER: 7
# AWS CloudFront: 6
# Wateen Telecom Limited: 6
# Interserver  Inc: 6
# Namecheap: 6
# SpectraIP B.V.: 6
# Multinet Broadband: 5
# Imperva/Incapsula: 5
# Gerrys Information Technology (PVT) Ltd: 5
# Gemnet Enterprise Solutions Pvt Ltd: 5
# HOSTINGER US: 5
# HOSTINGER ID: 4
# Unified Layer: 4
# Liquid Web  L.L.C: 4
# NEXLINX: 4
# National Telecom Corporation: 4
# PITB RO: 4
# Limestone Networks: 4
# Logon Broadband Pvt. Limited: 4
# Ddos-guard LTD: 4
# Ebone Network (Pvt) Ltd: 3
# Nexlinx: 3
# WEBSITEWELCOME.COM: 3
# Hostinger MY: 3
# Cyber Internet Services Pakistan: 3
# Internap Holding LLC: 3
# Mobilink GSM: 3
# Enix Ltd: 3
# HOSTINGER SG: 3
# LINKdotNET Telecom Limited: 3
# A2 Hosting  Inc.: 3
# Connect Communication Karachi: 3
# Hetzner: 3
# Pakistan Telecommunication Company Limited: 2
# FranTech Solutions: 2
# IONOS SE: 2
# Supernet 1: 2
# CIS Islamabad: 2
# InMotion Hosting  Inc.: 2
# netcup GmbH: 2
# Alibaba (US) Technology Co.  Ltd.: 2
# Federal Board of Revenue: 2
# Dosarrest Internet Security LTD: 2
# Micronet: 2
# Iqra University: 2
# HOSTINGER MY: 2
# UK Dedicated Servers Limited: 2
# HostGator.com LLC: 2
# PUSHPKT OU: 2
# Z COM NETWORKS: 2
# GCS (Private) Limited: 2
# Telkom Internet LTD: 2
# IQWeb FZ-LLC: 2
# Shinjiru Technology Sdn Bhd: 2
# Psychz Networks: 2
# HOSTINGER-SG: 2
# ESS: 1
# Leaseweb NL: 1
# ManagedWay: 1
# TW OBJ: 1
# O2switch Sarl: 1
# Gourmet Foods: 1
# Digital LLC: 1
# SamsungSDS Inc.: 1
# Vodafone Net Iletisim Hizmetleri A.S.: 1
# easyDNS Technologies  Inc.: 1
# IDC  China Telecommunications Corporation: 1
# EFU LIFE Assurance Ltd: 1
# pair Networks: 1
# Tiggee LLC: 1
# Yancy Limited: 1
# Vercara  LLC: 1
# United Bank Limited: 1
# Punjab Land Records Authority: 1
# Pakistan Single Window: 1
# PTCL ITI Future Connect 79: 1
# Multinet 125-107/24: 1
# PTCL ITI Karachi 3: 1
# WideBand Communications(Pvt)Ltd: 1
# PTCL Triple Play Project: 1
# Orient Express LDI Limited: 1
# CMPak Limited: 1
# NTC LHR F-51/1 Dynamic BRAS: 1
# LiquidNet US LLC: 1
# Tier.Net Technologies LLC: 1
# FortressITX: 1
# TierPoint  LLC: 1
# PTCL ITI Lahore 7: 1
# Host Europe GmbH: 1
# HostDime.com  Inc.: 1
# Hetzner Online AG: 1
# org.interserver.net: 1
# GD MASS Network: 1
# The Constant Company: 1
# AMBITIONS COMMUNICATION SYSTEM (SMC-PRIVATE) LIMITED: 1
# Connect Communication: 1
# KK Networks (Pvt) Ltd.: 1
# SoftLayer: 1
# COLT Technology Services Group Limited: 1
# Ultahost  Inc.: 1
# INNOKAT (PVT.) LIMITED: 1
# Linkdotnet Telecom Limited: 1
# IP Connect Inc: 1
# 1515 ROUNDTABLE DR PROPERTY  LLC: 1
# Huawei International Pte. LTD: 1
# WholeSale Internet: 1
# wix com inc: 1
# Unlimited Web Hosting UK LTD: 1
# Pakistan State Oil Company Limited: 1
# Alibaba.com Singapore E-Commerce Private Limited: 1
# KnownSRV Ltd.: 1
# HOSTINGER BR: 1
# InMotion Hosting  Inc: 1
# velia.net Internetdienste GmbH: 1
# TRANSWORLD ASSOCIATES (PVT) LIMITED: 1
# Galaxy Broadband (pvt.) Ltd.: 1
# Login.Me (Pvt) Ltd: 1
# Leaseweb Singapore Pte. Ltd.: 1
# Digicom Pakistan (private) Limited: 1
# Delta Networks: 1
# Abelohost BV: 1
# Million Web Services Private Limited: 1
# ZETTA: 1
# ByteFlare LTD: 1
# Punjab Safe City Authority: 1
# Garena Online Pte Ltd: 1
# Sino Worldwide Trading Limited: 1
# Aceville Pte.ltd.: 1
# Hostinger IN: 1
# PTCL ITI Lahore 11: 1
# Handy Networks: 1
# Leaseweb UK Limited: 1
# PMCL Transit: 1
# AVA HOST SRL: 1
# Fariya Networks 150: 1
# Turnkey Internet Inc.: 1
# Alexhost SRL: 1
# LeaseWeb Netherlands B.V.: 1
# GTHost: 1
# PHOENIX NAP  LLC.: 1
# PrivateSystems Networks: 1
# New Dream Network: 1
# Fariya Networks: 1
# Fiber Beam Pvt Ltd: 1
# SIA VEESP: 1
# 5G NETWORK OPERATIONS PTY LTD: 1
# Multinet 125-88/24: 1
# ITI Karachi Multinet: 1
# Hostinger US: 1
# Telepoint: 1
# Hewlett Packard Enterprise Company: 1
# Web Werks India Pvt. Ltd.: 1
# (unresolved, no host: 36)
