trace_id,trace_time,probe_id,site_id,probe_asn_measured,target_ip,target_asn,target_asn_name,target_country,dest_rtt_ms,total_hops,timeout_hops,asns_in_path,countries_in_path,dest_location,location_via,destination_responded,measurement_id
258,2026-06-11T11:46:43+00:00,7613,2,152605,45.60.73.176,19551,"INCAPSULA - Incapsula Inc, US",US,201.9,11,1,152605 > 38193 > 174 > 19551,PK > US > NL,"Secaucus, New Jersey, US",handoff 38.122.35.199,True,179311289
259,2026-06-11T11:47:08+00:00,7613,5,152605,221.120.226.61,17557,"PKTELECOM-AS-PK - Pakistan Telecommunication Company Limited, PK",PK,,7,7,152605 > 38193 > 17557,PK,"Islamabad, Islamabad, PK",server IP,False,179311305
260,2026-06-11T11:47:14+00:00,1015679,5,136174,221.120.226.61,17557,"PKTELECOM-AS-PK - Pakistan Telecommunication Company Limited, PK",PK,,8,7,6327 > 38193 > 17557,CA > PK,"Islamabad, Islamabad, PK",server IP,False,179311305
261,2026-06-11T11:47:24+00:00,1015679,4,136174,125.209.103.90,9260,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",PK,37.285,8,0,6327 > 38193 > 9260,CA > PK,"Karachi, Sindh, PK",server IP,True,179311308
262,2026-06-11T11:47:55+00:00,1015679,2,136174,45.60.73.176,19551,"INCAPSULA - Incapsula Inc, US",US,211.214,12,1,6327 > 38193 > 174 > 19551,CA > PK > US > NL,"Secaucus, New Jersey, US",handoff 38.122.35.199,True,179311289
263,2026-06-11T11:47:58+00:00,62224,5,38193,221.120.226.61,17557,"PKTELECOM-AS-PK - Pakistan Telecommunication Company Limited, PK",PK,,2,6,,,"Islamabad, Islamabad, PK",server IP,False,179311305
264,2026-06-11T11:48:06+00:00,60223,5,23674,221.120.226.61,17557,"PKTELECOM-AS-PK - Pakistan Telecommunication Company Limited, PK",PK,,6,8,17557,PK,"Islamabad, Islamabad, PK",server IP,False,179311305
265,2026-06-11T11:48:09+00:00,1016036,3,9541,192.124.249.159,30148,"SUCURI-SEC - Sucuri, US",US,137.115,13,0,9541 > 1299 > 20773 > 30148,PK > SE > DE > US,"Cologne, North Rhine-Westphalia, DE",handoff 87.230.126.3,True,179311300
266,2026-06-11T11:48:29+00:00,7613,1,152605,202.142.167.148,9260,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",PK,1.558,6,0,152605 > 38193 > 9260,PK,"Islamabad, Islamabad, PK",server IP,True,179311279
267,2026-06-11T11:49:06+00:00,62224,4,38193,125.209.103.90,9260,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",PK,42.401,3,5,9260,PK,"Karachi, Sindh, PK",server IP,True,179311308
268,2026-06-11T11:49:08+00:00,62224,1,38193,202.142.167.148,9260,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",PK,6.534,3,5,9260,PK,"Islamabad, Islamabad, PK",server IP,True,179311279
269,2026-06-11T11:49:11+00:00,60223,1,23674,202.142.167.148,9260,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",PK,41.887,12,0,38193 > 9260,PK,"Islamabad, Islamabad, PK",server IP,True,179311279
270,2026-06-11T11:49:13+00:00,60223,4,23674,125.209.103.90,9260,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",PK,22.885,9,0,9260,PK,"Karachi, Sindh, PK",server IP,True,179311308
271,2026-06-11T11:49:31+00:00,60223,2,23674,45.60.73.176,19551,"INCAPSULA - Incapsula Inc, US",US,200.208,15,1,174 > 19551,PK > US > NL,"Secaucus, New Jersey, US",handoff 38.122.35.199,True,179311289
272,2026-06-11T11:49:36+00:00,62224,2,38193,45.60.73.176,19551,"INCAPSULA - Incapsula Inc, US",US,202.623,3,5,19551,US,,,True,179311289
273,2026-06-11T11:49:39+00:00,7613,3,152605,192.124.249.159,30148,"SUCURI-SEC - Sucuri, US",US,130.363,11,0,152605 > 38193 > 6762 > 3257 > 30148,PK > IT > US,"Frankfurt am Main, Hesse, DE",handoff 46.33.85.114,True,179311300
274,2026-06-11T11:50:53+00:00,7613,4,152605,125.209.103.90,9260,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",PK,39.208,7,0,152605 > 38193 > 9260,PK,"Karachi, Sindh, PK",server IP,True,179311308
275,2026-06-11T11:59:23+00:00,1016036,5,9541,221.120.226.61,17557,"PKTELECOM-AS-PK - Pakistan Telecommunication Company Limited, PK",PK,,9,7,9541 > 9557,PK,"Islamabad, Islamabad, PK",server IP,False,179311305
276,2026-06-11T11:59:37+00:00,1016036,2,9541,45.60.73.176,19551,"INCAPSULA - Incapsula Inc, US",US,209.963,12,2,9541 > 174 > 19551,PK > US > NL,"Secaucus, New Jersey, US",handoff 38.122.35.199,True,179311289
277,2026-06-11T12:00:51+00:00,1015679,3,136174,192.124.249.159,30148,"SUCURI-SEC - Sucuri, US",US,131.684,12,0,6327 > 38193 > 6762 > 3257 > 30148,CA > PK > IT > US,"London, England, GB",handoff 87.119.92.2,True,179311300
278,2026-06-11T12:00:57+00:00,1016036,1,9541,202.142.167.148,9260,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",PK,41.248,12,1,9541 > 38193 > 9260,PK,"Islamabad, Islamabad, PK",server IP,True,179311279
279,2026-06-11T12:01:03+00:00,1016036,4,9541,125.209.103.90,9260,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",PK,24.866,7,1,9541 > 9260,PK,"Karachi, Sindh, PK",server IP,True,179311308
280,2026-06-11T12:01:11+00:00,60223,3,23674,192.124.249.159,30148,"SUCURI-SEC - Sucuri, US",US,128.594,8,2,2914 > 30148,SG > US,"Singapore, Central Singapore, SG",handoff 116.51.18.234,True,179311300
281,2026-06-11T12:01:12+00:00,62224,3,38193,192.124.249.159,30148,"SUCURI-SEC - Sucuri, US",US,133.388,3,5,30148,US,,,True,179311300
282,2026-06-11T12:01:23+00:00,1015679,1,136174,202.142.167.148,9260,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",PK,2.826,7,0,6327 > 38193 > 9260,CA > PK,"Islamabad, Islamabad, PK",server IP,True,179311279
283,2026-06-11T12:01:47+00:00,7613,2,152605,45.60.73.176,19551,"INCAPSULA - Incapsula Inc, US",US,201.904,11,1,152605 > 38193 > 174 > 19551,PK > US > NL,"Secaucus, New Jersey, US",handoff 38.122.35.199,True,179311289
284,2026-06-11T12:02:07+00:00,1015679,5,136174,221.120.226.61,17557,"PKTELECOM-AS-PK - Pakistan Telecommunication Company Limited, PK",PK,,9,6,6327 > 38193 > 17557,CA > PK,"Islamabad, Islamabad, PK",server IP,False,179311305
285,2026-06-11T12:02:08+00:00,7613,5,152605,221.120.226.61,17557,"PKTELECOM-AS-PK - Pakistan Telecommunication Company Limited, PK",PK,,8,6,152605 > 38193 > 17557,PK,"Islamabad, Islamabad, PK",server IP,False,179311305
286,2026-06-11T12:02:24+00:00,1015679,4,136174,125.209.103.90,9260,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",PK,37.836,8,0,6327 > 38193 > 9260,CA > PK,"Karachi, Sindh, PK",server IP,True,179311308
287,2026-06-11T12:02:41+00:00,1015679,2,136174,45.60.73.176,19551,"INCAPSULA - Incapsula Inc, US",US,211.557,12,1,6327 > 38193 > 174 > 19551,CA > PK > US > NL,"Secaucus, New Jersey, US",handoff 38.122.35.199,True,179311289
288,2026-06-11T12:02:54+00:00,62224,5,38193,221.120.226.61,17557,"PKTELECOM-AS-PK - Pakistan Telecommunication Company Limited, PK",PK,,2,6,,,"Islamabad, Islamabad, PK",server IP,False,179311305
289,2026-06-11T12:03:04+00:00,60223,5,23674,221.120.226.61,17557,"PKTELECOM-AS-PK - Pakistan Telecommunication Company Limited, PK",PK,,6,8,17557,PK,"Islamabad, Islamabad, PK",server IP,False,179311305
290,2026-06-11T12:03:14+00:00,1016036,3,9541,192.124.249.159,30148,"SUCURI-SEC - Sucuri, US",US,137.248,13,0,9541 > 1299 > 20773 > 30148,PK > SE > DE > US,"Cologne, North Rhine-Westphalia, DE",handoff 87.230.126.3,True,179311300
291,2026-06-11T12:03:43+00:00,7613,1,152605,202.142.167.148,9260,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",PK,1.483,6,0,152605 > 38193 > 9260,PK,"Islamabad, Islamabad, PK",server IP,True,179311279
292,2026-06-11T12:04:02+00:00,60223,1,23674,202.142.167.148,9260,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",PK,42.207,12,0,38193 > 9260,PK,"Islamabad, Islamabad, PK",server IP,True,179311279
293,2026-06-11T12:04:03+00:00,62224,1,38193,202.142.167.148,9260,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",PK,6.655,3,5,9260,PK,"Islamabad, Islamabad, PK",server IP,True,179311279
294,2026-06-11T12:04:06+00:00,62224,4,38193,125.209.103.90,9260,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",PK,41.659,3,5,9260,PK,"Karachi, Sindh, PK",server IP,True,179311308
295,2026-06-11T12:04:09+00:00,60223,4,23674,125.209.103.90,9260,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",PK,23.063,9,0,9260,PK,"Karachi, Sindh, PK",server IP,True,179311308
296,2026-06-11T12:04:37+00:00,60223,2,23674,45.60.73.176,19551,"INCAPSULA - Incapsula Inc, US",US,200.001,15,1,174 > 19551,PK > US > NL,"Secaucus, New Jersey, US",handoff 38.122.35.199,True,179311289
297,2026-06-11T12:04:39+00:00,7613,3,152605,192.124.249.159,30148,"SUCURI-SEC - Sucuri, US",US,130.405,11,0,152605 > 38193 > 6762 > 3257 > 30148,PK > IT > US,"Frankfurt am Main, Hesse, DE",handoff 46.33.85.114,True,179311300
298,2026-06-11T12:04:40+00:00,62224,2,38193,45.60.73.176,19551,"INCAPSULA - Incapsula Inc, US",US,203.556,3,5,19551,US,,,True,179311289
299,2026-06-11T12:05:52+00:00,7613,4,152605,125.209.103.90,9260,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",PK,39.204,7,0,152605 > 38193 > 9260,PK,"Karachi, Sindh, PK",server IP,True,179311308
300,2026-06-11T12:14:29+00:00,1016036,5,9541,221.120.226.61,17557,"PKTELECOM-AS-PK - Pakistan Telecommunication Company Limited, PK",PK,,9,7,9541 > 9557,PK,"Islamabad, Islamabad, PK",server IP,False,179311305
301,2026-06-11T12:14:36+00:00,1016036,2,9541,45.60.73.176,19551,"INCAPSULA - Incapsula Inc, US",US,210.233,13,1,9541 > 174 > 19551,PK > US > NL,"Secaucus, New Jersey, US",handoff 38.122.35.199,True,179311289
302,2026-06-11T12:15:43+00:00,1015679,3,136174,192.124.249.159,30148,"SUCURI-SEC - Sucuri, US",US,,0,6,,,,,False,179311300
303,2026-06-11T12:15:49+00:00,1016036,1,9541,202.142.167.148,9260,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",PK,41.276,12,1,9541 > 38193 > 9260,PK,"Islamabad, Islamabad, PK",server IP,True,179311279
304,2026-06-11T12:16:07+00:00,62224,3,38193,192.124.249.159,30148,"SUCURI-SEC - Sucuri, US",US,136.216,3,5,30148,US,,,True,179311300
305,2026-06-11T12:16:07+00:00,1016036,4,9541,125.209.103.90,9260,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",PK,24.232,7,1,9541 > 9260,PK,"Karachi, Sindh, PK",server IP,True,179311308
306,2026-06-11T12:16:14+00:00,60223,3,23674,192.124.249.159,30148,"SUCURI-SEC - Sucuri, US",US,129.002,8,2,2914 > 30148,SG > US,"Singapore, Central Singapore, SG",handoff 116.51.18.234,True,179311300
307,2026-06-11T12:16:31+00:00,1015679,1,136174,202.142.167.148,9260,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",PK,,0,6,,,"Islamabad, Islamabad, PK",server IP,False,179311279
308,2026-06-11T12:16:48+00:00,7613,2,152605,45.60.73.176,19551,"INCAPSULA - Incapsula Inc, US",US,201.996,11,1,152605 > 38193 > 174 > 19551,PK > US > NL,"Secaucus, New Jersey, US",handoff 38.122.35.199,True,179311289
309,2026-06-11T12:17:09+00:00,1015679,5,136174,221.120.226.61,17557,"PKTELECOM-AS-PK - Pakistan Telecommunication Company Limited, PK",PK,,0,6,,,"Islamabad, Islamabad, PK",server IP,False,179311305
310,2026-06-11T12:17:16+00:00,7613,5,152605,221.120.226.61,17557,"PKTELECOM-AS-PK - Pakistan Telecommunication Company Limited, PK",PK,,8,6,152605 > 38193 > 17557,PK,"Islamabad, Islamabad, PK",server IP,False,179311305
311,2026-06-11T12:17:35+00:00,1015679,4,136174,125.209.103.90,9260,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",PK,,0,6,,,"Karachi, Sindh, PK",server IP,False,179311308
312,2026-06-11T12:17:54+00:00,60223,5,23674,221.120.226.61,17557,"PKTELECOM-AS-PK - Pakistan Telecommunication Company Limited, PK",PK,,6,8,17557,PK,"Islamabad, Islamabad, PK",server IP,False,179311305
313,2026-06-11T12:17:54+00:00,1015679,2,136174,45.60.73.176,19551,"INCAPSULA - Incapsula Inc, US",US,,0,6,,,,,False,179311289
314,2026-06-11T12:17:55+00:00,62224,5,38193,221.120.226.61,17557,"PKTELECOM-AS-PK - Pakistan Telecommunication Company Limited, PK",PK,,2,6,,,"Islamabad, Islamabad, PK",server IP,False,179311305
315,2026-06-11T12:18:04+00:00,1016036,3,9541,192.124.249.159,30148,"SUCURI-SEC - Sucuri, US",US,137.316,12,1,9541 > 1299 > 20773 > 30148,PK > SE > DE > US,"Cologne, North Rhine-Westphalia, DE",handoff 87.230.126.3,True,179311300
316,2026-06-11T12:18:31+00:00,7613,1,152605,202.142.167.148,9260,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",PK,1.598,6,0,152605 > 38193 > 9260,PK,"Islamabad, Islamabad, PK",server IP,True,179311279
317,2026-06-11T12:19:02+00:00,62224,1,38193,202.142.167.148,9260,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",PK,7.608,3,5,9260,PK,"Islamabad, Islamabad, PK",server IP,True,179311279
318,2026-06-11T12:19:05+00:00,60223,1,23674,202.142.167.148,9260,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",PK,42.305,12,0,38193 > 9260,PK,"Islamabad, Islamabad, PK",server IP,True,179311279
319,2026-06-11T12:19:10+00:00,62224,4,38193,125.209.103.90,9260,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",PK,41.995,3,5,9260,PK,"Karachi, Sindh, PK",server IP,True,179311308
320,2026-06-11T12:19:14+00:00,60223,4,23674,125.209.103.90,9260,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",PK,22.859,9,0,9260,PK,"Karachi, Sindh, PK",server IP,True,179311308
321,2026-06-11T12:19:32+00:00,60223,2,23674,45.60.73.176,19551,"INCAPSULA - Incapsula Inc, US",US,199.924,15,1,174 > 19551,PK > US > NL,"Secaucus, New Jersey, US",handoff 38.122.35.199,True,179311289
322,2026-06-11T12:19:39+00:00,62224,2,38193,45.60.73.176,19551,"INCAPSULA - Incapsula Inc, US",US,202.574,3,5,19551,US,,,True,179311289
323,2026-06-11T12:19:46+00:00,7613,3,152605,192.124.249.159,30148,"SUCURI-SEC - Sucuri, US",US,130.068,11,0,152605 > 38193 > 6762 > 3257 > 30148,PK > IT > US,"Frankfurt am Main, Hesse, DE",handoff 46.33.85.114,True,179311300
324,2026-06-11T12:20:56+00:00,7613,4,152605,125.209.103.90,9260,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",PK,39.167,7,0,152605 > 38193 > 9260,PK,"Karachi, Sindh, PK",server IP,True,179311308
325,2026-06-11T12:29:29+00:00,1016036,2,9541,45.60.73.176,19551,"INCAPSULA - Incapsula Inc, US",US,210.093,13,1,9541 > 174 > 19551,PK > US > NL,"Secaucus, New Jersey, US",handoff 38.122.35.199,True,179311289
326,2026-06-11T12:29:33+00:00,1016036,5,9541,221.120.226.61,17557,"PKTELECOM-AS-PK - Pakistan Telecommunication Company Limited, PK",PK,,9,7,9541 > 9557,PK,"Islamabad, Islamabad, PK",server IP,False,179311305
327,2026-06-11T12:30:38+00:00,1015679,3,136174,192.124.249.159,30148,"SUCURI-SEC - Sucuri, US",US,131.861,12,0,6327 > 38193 > 6762 > 3257 > 30148,CA > PK > IT > US,"London, England, GB",handoff 87.119.92.2,True,179311300
328,2026-06-11T12:30:56+00:00,1016036,1,9541,202.142.167.148,9260,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",PK,41.668,12,1,9541 > 38193 > 9260,PK,"Islamabad, Islamabad, PK",server IP,True,179311279
329,2026-06-11T12:31:02+00:00,62224,3,38193,192.124.249.159,30148,"SUCURI-SEC - Sucuri, US",US,134.357,3,5,30148,US,,,True,179311300
330,2026-06-11T12:31:04+00:00,1016036,4,9541,125.209.103.90,9260,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",PK,24.514,7,1,9541 > 9260,PK,"Karachi, Sindh, PK",server IP,True,179311308
331,2026-06-11T12:31:14+00:00,60223,3,23674,192.124.249.159,30148,"SUCURI-SEC - Sucuri, US",US,128.801,8,2,2914 > 30148,SG > US,"Singapore, Central Singapore, SG",handoff 116.51.18.234,True,179311300
332,2026-06-11T12:31:26+00:00,1015679,1,136174,202.142.167.148,9260,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",PK,2.703,7,0,6327 > 38193 > 9260,CA > PK,"Islamabad, Islamabad, PK",server IP,True,179311279
333,2026-06-11T12:31:48+00:00,7613,2,152605,45.60.73.176,19551,"INCAPSULA - Incapsula Inc, US",US,201.875,11,1,152605 > 38193 > 174 > 19551,PK > US > NL,"Secaucus, New Jersey, US",handoff 38.122.35.199,True,179311289
334,2026-06-11T12:32:15+00:00,1015679,5,136174,221.120.226.61,17557,"PKTELECOM-AS-PK - Pakistan Telecommunication Company Limited, PK",PK,,9,6,6327 > 38193 > 17557,CA > PK,"Islamabad, Islamabad, PK",server IP,False,179311305
335,2026-06-11T12:32:16+00:00,7613,5,152605,221.120.226.61,17557,"PKTELECOM-AS-PK - Pakistan Telecommunication Company Limited, PK",PK,,8,6,152605 > 38193 > 17557,PK,"Islamabad, Islamabad, PK",server IP,False,179311305
336,2026-06-11T12:32:37+00:00,1015679,4,136174,125.209.103.90,9260,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",PK,37.185,8,0,6327 > 38193 > 9260,CA > PK,"Karachi, Sindh, PK",server IP,True,179311308
337,2026-06-11T12:32:42+00:00,1015679,2,136174,45.60.73.176,19551,"INCAPSULA - Incapsula Inc, US",US,211.376,12,1,6327 > 38193 > 174 > 19551,CA > PK > US > NL,"Secaucus, New Jersey, US",handoff 38.122.35.199,True,179311289
338,2026-06-11T12:33:01+00:00,60223,5,23674,221.120.226.61,17557,"PKTELECOM-AS-PK - Pakistan Telecommunication Company Limited, PK",PK,,6,8,17557,PK,"Islamabad, Islamabad, PK",server IP,False,179311305
339,2026-06-11T12:33:02+00:00,62224,5,38193,221.120.226.61,17557,"PKTELECOM-AS-PK - Pakistan Telecommunication Company Limited, PK",PK,,2,6,,,"Islamabad, Islamabad, PK",server IP,False,179311305
340,2026-06-11T12:33:09+00:00,1016036,3,9541,192.124.249.159,30148,"SUCURI-SEC - Sucuri, US",US,137.164,13,0,9541 > 1299 > 20773 > 30148,PK > SE > DE > US,"Cologne, North Rhine-Westphalia, DE",handoff 87.230.126.3,True,179311300
341,2026-06-11T12:33:42+00:00,7613,1,152605,202.142.167.148,9260,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",PK,1.575,6,0,152605 > 38193 > 9260,PK,"Islamabad, Islamabad, PK",server IP,True,179311279
342,2026-06-11T12:34:00+00:00,62224,1,38193,202.142.167.148,9260,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",PK,6.752,3,5,9260,PK,"Islamabad, Islamabad, PK",server IP,True,179311279
343,2026-06-11T12:34:05+00:00,60223,1,23674,202.142.167.148,9260,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",PK,42.264,12,0,38193 > 9260,PK,"Islamabad, Islamabad, PK",server IP,True,179311279
344,2026-06-11T12:34:05+00:00,62224,4,38193,125.209.103.90,9260,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",PK,41.494,3,5,9260,PK,"Karachi, Sindh, PK",server IP,True,179311308
345,2026-06-11T12:34:11+00:00,60223,4,23674,125.209.103.90,9260,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",PK,22.919,9,0,9260,PK,"Karachi, Sindh, PK",server IP,True,179311308
346,2026-06-11T12:34:31+00:00,62224,2,38193,45.60.73.176,19551,"INCAPSULA - Incapsula Inc, US",US,203.297,3,5,19551,US,,,True,179311289
347,2026-06-11T12:34:32+00:00,7613,3,152605,192.124.249.159,30148,"SUCURI-SEC - Sucuri, US",US,130.391,11,0,152605 > 38193 > 6762 > 3257 > 30148,PK > IT > US,"Frankfurt am Main, Hesse, DE",handoff 46.33.85.114,True,179311300
348,2026-06-11T12:34:42+00:00,60223,2,23674,45.60.73.176,19551,"INCAPSULA - Incapsula Inc, US",US,199.475,15,1,174 > 19551,PK > US > NL,"Secaucus, New Jersey, US",handoff 38.122.35.199,True,179311289
349,2026-06-11T12:44:24+00:00,1016036,5,9541,221.120.226.61,17557,"PKTELECOM-AS-PK - Pakistan Telecommunication Company Limited, PK",PK,,9,7,9541 > 9557,PK,"Islamabad, Islamabad, PK",server IP,False,179311305
350,2026-06-11T12:44:35+00:00,1016036,2,9541,45.60.73.176,19551,"INCAPSULA - Incapsula Inc, US",US,210.013,13,1,9541 > 174 > 19551,PK > US > NL,"Secaucus, New Jersey, US",handoff 38.122.35.199,True,179311289
351,2026-06-11T12:45:50+00:00,1016036,1,9541,202.142.167.148,9260,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",PK,42.015,12,1,9541 > 38193 > 9260,PK,"Islamabad, Islamabad, PK",server IP,True,179311279
352,2026-06-11T12:45:53+00:00,1015679,3,136174,192.124.249.159,30148,"SUCURI-SEC - Sucuri, US",US,131.945,12,0,6327 > 38193 > 6762 > 3257 > 30148,CA > PK > IT > US,"London, England, GB",handoff 87.119.92.2,True,179311300
353,2026-06-11T12:46:06+00:00,1016036,4,9541,125.209.103.90,9260,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",PK,24.166,7,1,9541 > 9260,PK,"Karachi, Sindh, PK",server IP,True,179311308
354,2026-06-11T12:46:10+00:00,62224,3,38193,192.124.249.159,30148,"SUCURI-SEC - Sucuri, US",US,133.429,3,5,30148,US,,,True,179311300
355,2026-06-11T12:46:12+00:00,60223,3,23674,192.124.249.159,30148,"SUCURI-SEC - Sucuri, US",US,128.554,8,2,2914 > 30148,SG > US,"Singapore, Central Singapore, SG",handoff 116.51.18.234,True,179311300
356,2026-06-11T12:46:21+00:00,1015679,1,136174,202.142.167.148,9260,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",PK,2.887,7,0,6327 > 38193 > 9260,CA > PK,"Islamabad, Islamabad, PK",server IP,True,179311279
357,2026-06-11T12:46:44+00:00,7613,2,152605,45.60.73.176,19551,"INCAPSULA - Incapsula Inc, US",US,202.158,11,1,152605 > 38193 > 174 > 19551,PK > US > NL,"Secaucus, New Jersey, US",handoff 38.122.35.199,True,179311289
358,2026-06-11T12:47:16+00:00,1015679,5,136174,221.120.226.61,17557,"PKTELECOM-AS-PK - Pakistan Telecommunication Company Limited, PK",PK,,9,6,6327 > 38193 > 17557,CA > PK,"Islamabad, Islamabad, PK",server IP,False,179311305
359,2026-06-11T12:47:17+00:00,7613,5,152605,221.120.226.61,17557,"PKTELECOM-AS-PK - Pakistan Telecommunication Company Limited, PK",PK,,8,6,152605 > 38193 > 17557,PK,"Islamabad, Islamabad, PK",server IP,False,179311305
360,2026-06-11T12:47:34+00:00,1015679,4,136174,125.209.103.90,9260,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",PK,37.322,8,0,6327 > 38193 > 9260,CA > PK,"Karachi, Sindh, PK",server IP,True,179311308
361,2026-06-11T12:47:50+00:00,1015679,2,136174,45.60.73.176,19551,"INCAPSULA - Incapsula Inc, US",US,211.537,12,1,6327 > 38193 > 174 > 19551,CA > PK > US > NL,"Secaucus, New Jersey, US",handoff 38.122.35.199,True,179311289
362,2026-06-11T12:47:53+00:00,62224,5,38193,221.120.226.61,17557,"PKTELECOM-AS-PK - Pakistan Telecommunication Company Limited, PK",PK,,2,6,,,"Islamabad, Islamabad, PK",server IP,False,179311305
363,2026-06-11T12:48:00+00:00,1016036,3,9541,192.124.249.159,30148,"SUCURI-SEC - Sucuri, US",US,137.315,13,0,9541 > 1299 > 20773 > 30148,PK > SE > DE > US,"Cologne, North Rhine-Westphalia, DE",handoff 87.230.126.3,True,179311300
364,2026-06-11T12:48:03+00:00,60223,5,23674,221.120.226.61,17557,"PKTELECOM-AS-PK - Pakistan Telecommunication Company Limited, PK",PK,,6,8,17557,PK,"Islamabad, Islamabad, PK",server IP,False,179311305
365,2026-06-11T12:48:43+00:00,7613,1,152605,202.142.167.148,9260,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",PK,1.599,6,0,152605 > 38193 > 9260,PK,"Islamabad, Islamabad, PK",server IP,True,179311279
366,2026-06-11T12:49:08+00:00,62224,1,38193,202.142.167.148,9260,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",PK,6.395,3,5,9260,PK,"Islamabad, Islamabad, PK",server IP,True,179311279
367,2026-06-11T12:49:10+00:00,60223,1,23674,202.142.167.148,9260,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",PK,41.74,12,0,38193 > 9260,PK,"Islamabad, Islamabad, PK",server IP,True,179311279
368,2026-06-11T12:49:14+00:00,62224,4,38193,125.209.103.90,9260,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",PK,42.798,3,5,9260,PK,"Karachi, Sindh, PK",server IP,True,179311308
369,2026-06-11T12:49:17+00:00,60223,4,23674,125.209.103.90,9260,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",PK,22.965,9,0,9260,PK,"Karachi, Sindh, PK",server IP,True,179311308
370,2026-06-11T12:49:34+00:00,60223,2,23674,45.60.73.176,19551,"INCAPSULA - Incapsula Inc, US",US,199.607,15,1,174 > 19551,PK > US > NL,"Secaucus, New Jersey, US",handoff 38.122.35.199,True,179311289
371,2026-06-11T12:49:35+00:00,62224,2,38193,45.60.73.176,19551,"INCAPSULA - Incapsula Inc, US",US,203.211,3,5,19551,US,,,True,179311289
372,2026-06-11T12:49:38+00:00,7613,3,152605,192.124.249.159,30148,"SUCURI-SEC - Sucuri, US",US,130.137,10,1,152605 > 38193 > 6762 > 3257 > 30148,PK > IT > US,"Frankfurt am Main, Hesse, DE",handoff 46.33.85.114,True,179311300
373,2026-06-11T12:50:46+00:00,7613,4,152605,125.209.103.90,9260,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",PK,38.825,7,0,152605 > 38193 > 9260,PK,"Karachi, Sindh, PK",server IP,True,179311308
374,2026-06-11T12:59:35+00:00,1016036,5,9541,221.120.226.61,17557,"PKTELECOM-AS-PK - Pakistan Telecommunication Company Limited, PK",PK,,8,8,9541 > 9557,PK,"Islamabad, Islamabad, PK",server IP,False,179311305
